gene_symbol,hgnc_id,type,locus_type,JAX,MSK,NWU,UCSF,JAX_MorPhiC_Code,MSK_category,one2one_ortholog_hgnc,mgi_id,impc_viability,impc_phenotypes_homozygote,impc_phenotypes_heterozygote,impc_phenotypes_hemizygote,percentage_essential_all,mean_score_all,cellular_essential,omim,omim_name,dd,dd_name,dd_confidence_category,dd_allelic_requirement
STAT1,HGNC:11362,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:103063,viable,increased neutrophil cell number|increased monocyte cell number|decreased lymphocyte cell number|decreased mean corpuscular volume|enlarged lymph nodes|increased lymphocyte cell number|increased eosinophil cell number|decreased mean corpuscular hemoglobin|abnormal gait|increased large unstained cell number|increased basophil cell number|decreased bone mineral content|decreased circulating alkaline phosphatase level|increased leukocyte cell number|impaired righting response,-,-,927.643.784.786.642,113.198.649.367.498,n,omim_disease,IMMUNODEFICIENCY 31A|IMMUNODEFICIENCY 31B|IMMUNODEFICIENCY 31C,-,-,-,-
STAT3,HGNC:11364,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:103038,-,-,-,-,166.975.881.261.596,-116.669.798.825.098,n,omim_disease,"AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 1|HYPER-IgE RECURRENT INFECTION SYNDROME 1, AUTOSOMAL DOMINANT",-,-,-,-
STAT5A,HGNC:11366,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:103036,-,-,-,-,352.504.638.218.924,-234.254.480.646.256,n,-,-,-,-,-,-
STAT5B,HGNC:11367,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:103035,-,-,-,-,166.975.881.261.596,-164.155.843.381.148,n,omim_disease,"GROWTH HORMONE INSENSITIVITY SYNDROME WITH IMMUNE DYSREGULATION 1, AUTOSOMAL RECESSIVE|GROWTH HORMONE INSENSITIVITY SYNDROME WITH IMMUNE DYSREGULATION 2, AUTOSOMAL DOMINANT",dd,GROWTH HORMONE INSENSITIVITY WITH IMMUNODEFICIENCY,strong,biallelic_autosomal
TAL1,HGNC:11556,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:98480,-,-,-,-,0,-105.236.865.964.249,n,-,-,-,-,-,-
TAL2,HGNC:11557,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:99540,-,-,-,-,0,124.298.874.204.394,n,-,-,-,-,-,-
TBP,HGNC:11588,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:101838,-,-,-,-,970.315.398.886.827,-94.021.497.115.274,y,omim_disease,"SPINOCEREBELLAR ATAXIA 17|PARKINSON DISEASE, LATE-ONSET",-,-,-,-
TBX1,HGNC:11592,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:98493,lethal,"preweaning lethality, complete penetrance|abnormal placenta morphology",persistence of hyaloid vascular system|anophthalmia|abnormal placenta morphology|abnormal pancreas morphology|abnormal skin morphology|abnormal eye morphology,-,157.699.443.413.729,-167.873.239.579.078,n,omim_disease,CONOTRUNCAL HEART MALFORMATIONS|DIGEORGE SYNDROME|TETRALOGY OF FALLOT|VELOCARDIOFACIAL SYNDROME,dd,22Q11.2 DELETION SYNDROME,definitive,monoallelic_autosomal
TBX2,HGNC:11597,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:98494,-,-,-,-,176.252.319.109.462,-163.180.895.363.445,n,omim_disease,VERTEBRAL ANOMALIES AND VARIABLE ENDOCRINE AND T-CELL DYSFUNCTION,-,-,-,-
TBX3,HGNC:11602,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:98495,-,embryonic lethality prior to organogenesis,microphthalmia|abnormal spleen morphology|abnormal eye morphology|abnormal lymph node morphology|increased grip strength|enlarged spleen,-,176.252.319.109.462,-140.199.662.206.134,n,omim_disease,ULNAR-MAMMARY SYNDROME,dd,ULNAR-MAMMARY SYNDROME,definitive,monoallelic_autosomal
TBX4,HGNC:11603,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:102556,lethal,"preweaning lethality, complete penetrance|abnormal embryo size|embryonic lethality prior to tooth bud stage|pale yolk sac",developmental dysplasia|hyperplasia|arthrosis,-,0,-574.160.333.818.574,n,omim_disease,"AMELIA, POSTERIOR, WITH PELVIC AND PULMONARY HYPOPLASIA SYNDROME|ISCHIOCOXOPODOPATELLAR SYNDROME WITH OR WITHOUT PULMONARY ARTERIAL HYPERTENSION",dd,SMALL PATELLA SYNDROME|Posterior Amelia with Pelvic and Pulmonary Hypoplasia,definitive|limited,monoallelic_autosomal|biallelic_autosomal
TBX5,HGNC:11604,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:102541,-,-,-,-,0,-232.605.403.245.213,n,omim_disease,HOLT-ORAM SYNDROME,dd,HOLT-ORAM SYNDROME,definitive,monoallelic_autosomal
TBX6,HGNC:11605,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:102539,-,-,-,-,278.293.135.435.993,-118.257.054.415.454,n,omim_disease,SPONDYLOCOSTAL DYSOSTOSIS 5,-,-,-,-
TBX10,HGNC:11593,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1261436,viable,-,-,-,120.593.692.022.263,-164.655.457.639.484,n,-,-,-,-,-,-
TBX15,HGNC:11594,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1277234,-,-,-,-,556.586.270.871.985,-107.374.604.783.451,n,omim_disease,COUSIN SYNDROME,dd,"Cousin Syndrome; Craniofacial Dysmorphism, Hypoplasia of Scapula and Pelvis, and Short Stature",definitive,biallelic_autosomal
TBX18,HGNC:11595,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1923615,-,-,-,-,278.293.135.435.993,456.325.998.495.096,n,omim_disease,CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 2,dd,CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 2,strong,monoallelic_autosomal
TBX20,HGNC:11598,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1888496,lethal,"hemorrhage|abnormal heart morphology|abnormal neural tube closure|abnormal blood vessel morphology|abnormal visceral yolk sac morphology|prenatal lethality prior to heart atrial septation|abnormal vitelline vasculature morphology|abnormal heart looping|preweaning lethality, complete penetrance|abnormal pharyngeal arch morphology|abnormal forebrain development|abnormal embryo turning|abnormal neural tube morphology",small heart|increased neutrophil cell number|abnormal placenta morphology|decreased circulating serum albumin level|abnormal heart morphology|decreased circulating total protein level,-,0,945.815.261.470.793,n,omim_disease,ATRIAL SEPTAL DEFECT 4,dd,ATRIAL SEPTAL DEFECT TYPE 4,definitive,monoallelic_autosomal
TBX22,HGNC:11600,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:2389465,viable,increased mean corpuscular hemoglobin,-,increased circulating HDL cholesterol level,0,634.567.012.847.263,n,omim_disease,"ABRUZZO-ERICKSON SYNDROME|CLEFT PALATE WITH OR WITHOUT ANKYLOGLOSSIA, X-LINKED",dd,"CLEFT PALATE, X-LINKED",definitive,monoallelic_X_hem
TCF3,HGNC:11633,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:98510,-,-,-,-,333.951.762.523.191,-38.828.190.062.214,n,omim_disease,"AGAMMAGLOBULINEMIA 8A, AUTOSOMAL DOMINANT|AGAMMAGLOBULINEMIA 8B, AUTOSOMAL RECESSIVE",-,-,-,-
TCF7L1,HGNC:11640,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1202876,-,-,abnormal vibrissa morphology|abnormal cornea morphology|increased circulating creatine kinase level|corneal opacity|decreased circulating HDL cholesterol level|abnormal snout morphology|increased leukocyte cell number,-,742.115.027.829.314,-148.688.164.021.411,n,-,-,-,-,-,-
TCF12,HGNC:11623,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:101877,-,-,-,-,927.643.784.786.642,-232.116.238.252.538,n,omim_disease,CRANIOSYNOSTOSIS 3|HYPOGONADOTROPIC HYPOGONADISM 26 WITH OR WITHOUT ANOSMIA,dd,TCF12-related neurodevelopmental disorder with coronal craniosynostosis,definitive,monoallelic_autosomal
TCF15,HGNC:11627,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:104664,-,-,-,-,0,97.333.775.316.752,n,-,-,-,-,-,-
TCF21,HGNC:11632,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1202715,lethal,"abnormal blood vessel morphology|edema|abnormal placenta morphology|preweaning lethality, complete penetrance|abnormal placenta vasculature","small spleen|abnormal ovary morphology|edema|enlarged kidney|abnormal kidney morphology|enlarged testis|abnormal testis morphology|preweaning lethality, incomplete penetrance|abnormal spleen morphology|persistence of hyaloid vascular system|microphthalmia|anophthalmia|embryonic growth retardation|abnormal placenta morphology|abnormal eye morphology|increased circulating calcium level",-,927.643.784.786.642,-905.913.928.999.338,n,-,-,-,-,-,-
TEAD1,HGNC:11714,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:101876,lethal,"embryonic lethality prior to tooth bud stage|abnormal embryo size|preweaning lethality, complete penetrance|abnormal embryo turning",decreased prepulse inhibition|decreased cornea thickness|abnormal eye anterior chamber depth|impaired glucose tolerance|increased total body fat amount|abnormal tooth morphology,-,167.903.525.046.382,-23.903.104.272.104,n,omim_disease,SVEINSSON CHORIORETINAL ATROPHY,-,-,-,-
TEAD2,HGNC:11715,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:104904,-,-,-,-,0,-427.872.895.111.329,n,-,-,-,-,-,-
TEAD4,HGNC:11717,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:106907,-,-,-,-,315.398.886.827.458,-192.400.995.384.347,n,-,-,-,-,-,-
TERF1,HGNC:11728,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:109634,-,-,-,-,798.701.298.701.299,-689.646.988.323.544,y,-,-,-,-,-,-
TERF2,HGNC:11729,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1195972,-,-,-,-,NA,NA,-,-,-,-,-,-,-
TET2,HGNC:25941,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:2443298,-,-,-,-,0,807.534.770.260.586,n,omim_disease,IMMUNODEFICIENCY 75|MYELODYSPLASTIC SYNDROME,-,-,-,-
TFAP2A,HGNC:11742,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:104671,-,-,-,-,371.057.513.914.657,-169.909.608.723.029,n,omim_disease,BRANCHIOOCULOFACIAL SYNDROME,dd,BRANCHIOOCULOFACIAL SYNDROME,definitive,monoallelic_autosomal
TFAP2B,HGNC:11743,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:104672,lethal,"preweaning lethality, complete penetrance",abnormal optic disk morphology|increased grip strength|iris synechia|corneal deposits,-,12.987.012.987.013,-44.065.699.664.452,n,omim_disease,CHAR SYNDROME|PATENT DUCTUS ARTERIOSUS 2,dd,CHAR SYNDROME,definitive,monoallelic_autosomal
TFAP2C,HGNC:11744,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:106032,-,-,-,-,519.480.519.480.519,-200.245.172.533.781,n,-,-,-,-,-,-
TFAP4,HGNC:11745,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:103239,viable,prolonged RR interval|increased lean body mass|enlarged heart|decreased circulating creatinine level|abnormal heart morphology|abnormal lumbar vertebrae morphology|decreased thymus weight|increased mean corpuscular volume|decreased liver weight|decreased circulating glucose level|decreased body length|decreased total body fat amount|abnormal sacral vertebrae morphology|abnormal uterus morphology|decreased heart rate|increased red blood cell distribution width,-,-,173.469.387.755.102,-317.110.191.087.747,n,-,-,-,-,-,-
TFCP2L1,HGNC:17925,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:2444691,-,-,-,-,0,-445.338.626.808.364,n,-,-,-,-,-,-
TFDP1,HGNC:11749,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,-,-,-,-,-,-,551.020.408.163.265,-566.517.961.507.905,y,-,-,-,-,-,-
TFEB,HGNC:11753,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:103270,lethal,"embryonic lethality prior to tooth bud stage|preweaning lethality, complete penetrance",increased lean body mass|decreased circulating alkaline phosphatase level|decreased hemoglobin content|decreased lean body mass|unresponsive to tactile stimuli|increased total body fat amount|trunk curl,-,185.528.756.957.328,214.783.408.083.389,n,-,-,-,-,-,-
TGIF1,HGNC:11776,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1194497,-,-,-,-,575.139.146.567.718,-144.518.247.694.252,n,omim_disease,HOLOPROSENCEPHALY 4,dd,HOLOPROSENCEPHALY,definitive,monoallelic_autosomal
THAP11,HGNC:23194,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1930964,-,-,-,-,493.506.493.506.493,-527.960.715.278.866,y,-,-,-,-,-,-
THRA,HGNC:11796,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:98742,subviable,"preweaning lethality, incomplete penetrance",hyperactivity|abnormal contextual conditioning behavior|increased circulating creatinine level|limb grasping|increased blood urea nitrogen level|abnormal heart left ventricle morphology|increased bone mineral density|decreased exploration in new environment|decreased startle reflex|increased bone mineral content|decreased grip strength|increased hematocrit|decreased total retina thickness|abnormal retina inner nuclear layer morphology|increased startle reflex|decreased body length|abnormal bone structure|short tibia|increased vertical activity|improved glucose tolerance|decreased total body fat amount|increased circulating alkaline phosphatase level,-,120.593.692.022.263,-88.993.733.651.304,n,omim_disease,"HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 6",dd,"HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 6",definitive,monoallelic_autosomal
TLX2,HGNC:5057,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1350935,-,-,-,-,927.643.784.786.642,131.033.959.222.542,n,-,-,-,-,-,-
TLX3,HGNC:13532,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1351209,-,-,-,-,185.528.756.957.328,-123.568.804.859.665,n,-,-,-,-,-,-
TP53,HGNC:11998,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:98834,subviable,"abnormal retina morphology|increased large unstained cell number|increased startle reflex|preweaning lethality, incomplete penetrance|persistence of hyaloid vascular system",decreased circulating creatine kinase level,-,278.293.135.435.993,266.837.954.403.045,n,omim_disease,"BONE MARROW FAILURE SYNDROME 5|BREAST CANCER|HEPATOCELLULAR CARCINOMA|LI-FRAUMENI SYNDROME|PANCREATIC CANCER|ADRENOCORTICAL CARCINOMA, HEREDITARY|BASAL CELL CARCINOMA, SUSCEPTIBILITY TO, 7|PAPILLOMA OF CHOROID PLEXUS|COLORECTAL CANCER|GLIOMA SUSCEPTIBILITY 1|OSTEOGENIC SARCOMA",-,-,-,-
TP63,HGNC:15979,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1330810,-,-,-,-,834.879.406.307.978,-71.919.014.881.006,n,omim_disease,"ADULT SYNDROME|ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 3|ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE|LIMB-MAMMARY SYNDROME|OROFACIAL CLEFT 8|RAPP-HODGKIN SYNDROME|SPLIT-HAND/FOOT MALFORMATION 4",dd,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE|LIMB-MAMMARY SYNDROME,definitive|definitive,monoallelic_autosomal|monoallelic_autosomal
TP73,HGNC:12003,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1336991,subviable,"preweaning lethality, incomplete penetrance",increased eosinophil cell number|thrombocytosis|increased blood urea nitrogen level|decreased spleen weight,-,120.593.692.022.263,-917.427.266.585.757,n,omim_disease,"CILIARY DYSKINESIA, PRIMARY, 47, AND LISSENCEPHALY",dd,TP73-related ciliary dyskinesia and lissencephaly,strong,biallelic_autosomal
TRPS1,HGNC:12340,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1927616,lethal,"preweaning lethality, complete penetrance",decreased fasting circulating glucose level,-,157.699.443.413.729,871.559.060.573.482,n,omim_disease,"TRICHORHINOPHALANGEAL SYNDROME, TYPE I|TRICHORHINOPHALANGEAL SYNDROME, TYPE III",dd,TRICHO-RHINO-PHALANGEAL SYNDROME TYPE 1,definitive,monoallelic_autosomal
TSHZ1,HGNC:10669,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1346031,-,-,-,-,0,437.489.166.565.329,n,omim_disease,"AURAL ATRESIA, CONGENITAL",dd,"AURAL ATRESIA, CONGENITAL",limited,monoallelic_autosomal
TSHZ2,HGNC:13010,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:2153084,-,-,-,-,0,-132.941.632.939.495,n,-,-,-,-,-,-
TSHZ3,HGNC:30700,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:2442819,-,-,-,-,927.643.784.786.642,612.492.598.041.175,n,-,-,-,-,-,-
TWIST1,HGNC:12428,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:98872,-,-,abnormal digit morphology|abnormal vertebrae morphology|abnormal autopod morphology|abnormal nail morphology|decreased total body fat amount|abnormal cranium morphology|abnormal vertebral arch morphology|increased lean body mass|abnormal zygomatic bone morphology|abnormal brain morphology|abnormal pelvic girdle bone morphology|increased grip strength,-,371.057.513.914.657,663.687.341.664.488,n,omim_disease,CRANIOSYNOSTOSIS 1|ROBINOW-SORAUF SYNDROME|SAETHRE-CHOTZEN SYNDROME|SWEENEY-COX SYNDROME,dd,SAETHRE-CHOTZEN SYNDROME,definitive,monoallelic_autosomal
UNCX,HGNC:33194,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:108013,-,-,-,-,0,340.376.523.103.522,n,-,-,-,-,-,-
USF2,HGNC:12594,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:99961,-,-,-,-,992.578.849.721.707,-256.949.964.783.885,n,-,-,-,-,-,-
VAX1,HGNC:12660,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1277163,subviable,"preweaning lethality, incomplete penetrance",abnormal sinus arrhythmia|decreased circulating glucose level|increased circulating alkaline phosphatase level,-,0,155.936.267.326.049,n,omim_disease,"MICROPHTHALMIA, SYNDROMIC 11",-,-,-,-
VEZF1,HGNC:12949,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1313291,-,-,-,-,974.025.974.025.974,-263.853.253.057.116,n,-,-,-,-,-,-
VSX2,HGNC:1975,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:88401,-,-,-,-,0,-565.476.633.747.884,n,omim_disease,"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 3|MICROPHTHALMIA, ISOLATED 2",dd,MICROPHTHALMIA WITH CATARACTS AND IRIS ABNORMALITIES|MICROPHTHALMIA ISOLATED TYPE 2,definitive|definitive,biallelic_autosomal|biallelic_autosomal
WT1,HGNC:12796,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:98968,-,-,-,-,742.115.027.829.314,24.345.546.991.892,n,omim_disease,"DENYS-DRASH SYNDROME|FRASIER SYNDROME|MEACHAM SYNDROME|MESOTHELIOMA, MALIGNANT|NEPHROTIC SYNDROME, TYPE 4|WILMS TUMOR 1",dd,DENYS-DRASH SYNDROME,definitive,monoallelic_autosomal
XBP1,HGNC:12801,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:98970,lethal,"preweaning lethality, complete penetrance",cataract|increased grip strength|decreased T cell number|abnormal vertebral arch morphology|thrombocytopenia|abnormal lens morphology|vertebral fusion|decreased lymphocyte cell number|abnormal urination|decreased leukocyte cell number|abnormal behavior|increased total body fat amount|abnormal bone mineralization|decreased circulating cholesterol level|increased bone mineral content|decreased red blood cell distribution width|increased mean corpuscular hemoglobin|decreased circulating triglyceride level|persistence of hyaloid vascular system|increased lean body mass|increased body weight|increased mean corpuscular volume|decreased large unstained cell number,-,463.821.892.393.321,-162.123.612.724.038,n,omim_disease,MAJOR AFFECTIVE DISORDER 7,-,-,-,-
XPA,HGNC:12814,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:99135,-,-,-,-,371.057.513.914.657,-483.796.691.684.027,n,omim_disease,"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP A",dd,"XERODERMA PIGMENTOSUM, GROUP A",definitive,biallelic_autosomal
YBX1,HGNC:8014,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:99146,-,-,-,-,9.860.853.432.282,-111.078.543.091.441,y,-,-,-,-,-,-
YY1,HGNC:12856,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:99150,-,-,-,-,847.866.419.294.991,-778.563.930.042.401,y,omim_disease,GABRIELE-DE VRIES SYNDROME,dd,INTELLECTUAL DISABILITY,definitive,monoallelic_autosomal
ZBTB7A,HGNC:18078,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1335091,-,-,-,-,119.666.048.237.477,-275.732.457.038.424,n,omim_disease,"MACROCEPHALY, NEURODEVELOPMENTAL DELAY, LYMPHOID HYPERPLASIA, AND PERSISTENT FETAL HEMOGLOBIN",dd,ZBTB7A-associated developmental disorder,limited,monoallelic_autosomal
ZBTB17,HGNC:12936,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:107410,-,-,-,-,935.992.578.849.722,-852.924.924.701.683,y,-,-,-,-,-,-
ZBTB20,HGNC:13503,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1929213,-,-,-,-,0,477.759.507.321.739,n,omim_disease,PRIMROSE SYNDROME,dd,PRIMROSE SYNDROME,definitive,monoallelic_autosomal
ZEB1,HGNC:11642,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1344313,-,-,-,-,352.504.638.218.924,-568.524.278.125.024,n,omim_disease,"CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 6|CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 3",dd,CORNEAL DYSTROPHY FUCHS ENDOTHELIAL TYPE 6,limited,monoallelic_autosomal
ZEB2,HGNC:14881,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1344407,-,-,-,-,14.100.185.528.757,-290.487.569.624.046,n,omim_disease,MOWAT-WILSON SYNDROME,dd,MOWAT-WILSON SYNDROME,definitive,monoallelic_autosomal
ZFAT,HGNC:19899,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:2681865,lethal,"preweaning lethality, complete penetrance",abnormal tooth morphology|enlarged heart|enlarged thymus|abnormal digit morphology|abnormal thymus morphology|enlarged spleen|abnormal spleen morphology|abnormal heart morphology,-,194.805.194.805.195,-68.724.563.041.573,n,omim_disease,"AUTOIMMUNE THYROID DISEASE, SUSCEPTIBILITY TO, 3",-,-,-,-
ZFP42,HGNC:30949,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:99187,viable,-,increased heart weight|decreased thigmotaxis|decreased circulating serum albumin level|hyperactivity,-,0,745.974.206.985.075,n,-,-,-,-,-,-
ZFP57,HGNC:18791,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:99204,-,-,-,-,102.040.816.326.531,-133.864.425.029.956,n,omim_disease,"DIABETES MELLITUS, TRANSIENT NEONATAL, 1",dd,"DIABETES MELLITUS, 6Q24-RELATED TRANSIENT NEONATAL",definitive,biallelic_autosomal
ZFPM1,HGNC:19762,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1095400,-,-,-,-,241.187.384.044.527,-110.475.304.600.628,n,-,-,-,-,-,-
ZFPM2,HGNC:16700,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1334444,-,-,-,-,0,32.113.052.772.911,n,omim_disease,"46,XY SEX REVERSAL 9|DIAPHRAGMATIC HERNIA 3|TETRALOGY OF FALLOT",dd,ZFPM2-associated malformation syndrome|DIAPHRAGMATIC HERNIA 3,limited|limited,monoallelic_autosomal|monoallelic_autosomal
